24,0.0,5.582,1.817,0.484,7.748,21.979,9.868,4.605,30.263,32.237,0.0,0.0,0.0,75.658,26.316,15.671,9.161,0
25,0.0,4.864,1.573,0.445,9.941,71.014,10.769,0.513,20.0,31.795,0.0,0.0,0.513,17.949,43.59,13.064,12.59,0
26,0.0,4.63,3.499,0.893,8.02,60.597,13.966,4.469,22.346,34.078,0.0,0.0,4.469,0.559,33.52,15.727,11.892,0
27,33.333,5.476,4.29,0.858,16.116,115.455,21.002,2.625,46.778,39.618,40.0,0.0,3.58,45.107,16.945,23.066,30.857,0
28,0.0,4.918,1.15,0.254,9.755,31.435,14.537,7.489,25.11,18.943,61.905,14.286,0.881,33.921,16.74,11.291,12.753,0
29,33.333,7.037,9.673,1.147,15.655,25.774,24.927,5.572,44.282,34.897,42.857,28.571,4.985,55.425,84.751,14.04,26.153,0
30,25.0,4.169,5.124,1.401,7.649,95.603,29.279,3.829,34.459,30.18,36.364,13.636,1.577,17.342,29.054,9.705,31.354,0
31,0.0,10.826,0.444,0.59,4.964,0.329,16.12,3.279,15.847,40.984,20.0,48.0,0.0,30.055,12.568,16.563,21.652,0
32,30.0,7.291,14.611,1.89,9.119,113.963,18.969,3.599,44.747,54.377,47.826,13.043,8.658,33.074,23.444,25.113,92.786,1
33,27.273,5.485,8.29,1.39,6.009,111.242,21.39,22.727,52.54,47.326,10.383,10.929,3.476,71.925,29.813,17.11,63.82,1
34,37.5,6.424,18.968,2.434,9.25,73.693,22.792,3.704,43.732,53.989,22.581,32.258,8.832,39.174,22.65,14.584,62.244,1
35,0.0,3.195,3.938,1.12,4.703,109.833,8.951,3.086,17.284,38.58,0.0,0.0,0.0,66.975,20.37,10.849,20.369,0
36,6.667,4.655,7.082,1.578,7.528,108.072,20.916,3.589,41.213,39.604,38.235,26.471,5.446,64.233,20.916,19.846,67.812,0
37,33.333,6.604,4.464,1.014,6.776,21.168,8.915,10.078,32.171,27.907,25.0,46.429,8.527,6.589,32.171,10.434,17.807,0
38,33.333,10.913,25.063,2.454,6.152,70.875,17.063,6.154,40.559,45.455,38.776,20.408,11.189,83.776,30.629,22.459,63.479,0
39,28.571,7.517,12.445,1.78,6.419,56.511,23.642,7.029,46.645,40.735,40.741,35.185,3.834,38.179,26.997,16.698,50.616,0
40,20.0,4.528,6.992,1.905,6.037,90.821,20.08,7.356,36.581,42.942,42.222,24.444,4.573,29.622,69.583,14.295,43.287,0
41,0.0,8.175,34.074,2.528,11.17,131.274,16.242,4.848,34.545,53.333,21.277,21.277,30.182,24.485,20.364,20.596,71.58,0
42,50.0,7.739,24.503,3.087,10.003,123.4,12.832,6.49,35.398,64.454,34.043,40.426,13.127,58.26,25.959,23.793,59.904,1
43,33.333,6.423,14.206,2.323,8.382,118.558,9.786,3.976,29.358,35.168,0.0,0.0,41.59,28.746,21.713,24.383,23.693,0
44,25.0,6.983,11.458,1.776,9.975,69.17,18.115,8.689,34.462,53.019,13.143,17.714,13.697,76.583,31.222,21.182,60.85,0
45,5.882,5.283,14.3,2.638,9.698,63.584,15.657,4.473,43.523,45.853,8.824,44.118,12.022,45.573,24.231,24.28,98.37,0
